,User_ID,Gender,Age,Height,Weight,Activities,Total_cal
77,16137644,female,49,168.0,68.0,4,2380.33
78,11622081,female,39,168.0,63.0,5,2619.91
79,17374074,male,47,165.0,72.0,3,2414.59
80,19096890,male,62,197.0,101.0,4,3472.6
81,19628507,male,41,187.0,89.0,4,3349.09
82,16918679,female,34,144.0,50.0,1,1481.28
83,11194130,female,40,163.0,62.0,5,2575.64
84,18863486,female,55,155.0,57.0,2,1681.21
85,11754581,male,44,189.0,88.0,3,2971.97
86,15161631,female,45,160.0,60.0,3,2026.62
87,18735761,female,49,164.0,64.0,4,2301.67
88,15878611,female,46,166.0,68.0,3,2155.12
89,19249559,male,25,202.0,100.0,2,3129.5
90,15469030,male,68,171.0,80.0,4,2681.68
91,11157560,female,25,169.0,64.0,3,2256.96
92,19576971,female,31,174.0,67.0,2,2015.34
93,15048071,male,57,184.0,91.0,2,2537.01
94,18707469,female,27,159.0,59.0,2,1898.46
95,12598637,male,40,201.0,98.0,5,4069.04
96,14342169,female,57,171.0,74.0,1,1686.36
97,19208771,female,23,155.0,62.0,1,1705.32
98,11790318,male,23,189.0,87.0,5,3888.35
99,11756583,male,43,183.0,88.0,5,3598.98
100,16417986,male,74,201.0,107.0,3,3152.23
101,13065142,female,45,158.0,53.0,4,2133.31
102,10481882,female,31,165.0,60.0,5,2626.37
103,19521409,male,21,195.0,93.0,2,2986.91
104,15862346,male,50,190.0,96.0,1,2389.44
105,12234447,male,39,175.0,74.0,2,2323.2
106,14624633,male,57,169.0,81.0,5,3102.89
107,17074274,female,26,159.0,53.0,3,2058.09
108,17636190,male,34,181.0,83.0,4,3237.65
109,14345479,female,55,160.0,62.0,2,1759.59
110,11772472,female,52,171.0,67.0,2,1872.2
111,19087162,male,21,188.0,90.0,5,3982.78
112,15875055,female,20,136.0,45.0,3,1918.59
113,10939512,female,79,152.0,60.0,5,2153.27
114,13616455,male,21,189.0,91.0,5,4018.31
115,19118405,male,50,171.0,74.0,1,1913.76
116,10503799,female,29,180.0,76.0,3,2437.07
117,16572590,male,22,194.0,92.0,2,2951.85
118,17336010,female,28,158.0,60.0,5,2629.22
119,15483091,male,38,188.0,93.0,5,3841.23
120,10006441,male,23,169.0,73.0,4,3026.86
121,13075455,female,68,159.0,68.0,5,2421.36
122,17564519,male,79,176.0,86.0,4,2737.58
123,18789619,female,35,182.0,70.0,1,1788.12
124,15444304,male,67,201.0,96.0,4,3330.28
125,13122354,female,21,156.0,52.0,1,1603.56
126,10692173,female,44,143.0,49.0,3,1822.8
127,12890276,female,43,175.0,72.0,4,2516.95
128,14339451,male,21,186.0,79.0,5,3677.45
129,16626118,female,32,170.0,70.0,3,2298.03
130,17268858,male,79,179.0,91.0,5,3173.95
131,13816658,male,51,192.0,96.0,3,3091.32
132,14191617,female,60,174.0,67.0,3,2060.57
133,13672975,male,49,184.0,86.0,4,3158.47
134,16361679,male,46,179.0,84.0,1,2158.8
135,17739883,female,35,149.0,54.0,5,2426.49
136,19341462,male,31,172.0,76.0,2,2415.05
137,14117537,male,42,185.0,78.0,5,3370.6
138,12667831,female,66,174.0,69.0,2,1815.55
139,10661999,male,52,189.0,90.0,4,3260.94
140,10366046,male,59,166.0,73.0,4,2578.7
141,11523134,male,23,169.0,71.0,4,2979.59
142,12275702,female,49,164.0,63.0,2,1821.46
143,11190411,female,25,157.0,57.0,5,2597.87
144,19686449,male,20,188.0,84.0,4,3485.88
145,15565644,female,28,163.0,66.0,3,2248.12
146,10154011,male,60,182.0,90.0,2,2476.38
147,12676049,female,29,178.0,77.0,3,2446.36
148,10228092,male,40,184.0,87.0,2,2620.61
149,18997284,male,26,191.0,93.0,3,3283.36
150,10836250,female,26,176.0,76.0,3,2447.76
151,15883541,male,25,158.0,58.0,2,2035.82
152,16990389,female,60,190.0,87.0,1,1860.24
153,17046329,male,25,181.0,81.0,4,3295.96
154,14136420,female,39,165.0,65.0,4,2402.41
155,13138092,female,30,153.0,53.0,5,2466.58
156,16655537,male,23,198.0,100.0,2,3120.7
157,16245184,female,37,148.0,51.0,5,2350.49
158,19157340,female,22,147.0,47.0,4,2186.27
159,19810083,female,26,170.0,68.0,4,2573.01
160,19821989,female,56,167.0,60.0,2,1744.05
161,17219988,male,43,171.0,79.0,5,3250.71
162,19572798,female,38,169.0,65.0,3,2177.13
163,18360844,male,24,179.0,80.0,2,2603.97
164,13918575,female,25,164.0,63.0,4,2479.69
165,15319150,female,31,163.0,62.0,2,1922.11
166,16112624,female,54,151.0,57.0,5,2318.38
167,11099585,female,34,190.0,91.0,2,2352.35
168,17300463,female,28,176.0,72.0,5,2909.66
169,17118372,male,24,191.0,95.0,2,2969.04
170,14435543,female,27,167.0,69.0,3,2311.2
171,10908558,female,35,154.0,57.0,3,2038.09
172,14181557,male,49,183.0,89.0,5,3547.49
173,17152651,male,36,185.0,91.0,2,2740.24
174,10192977,female,58,192.0,83.0,4,2630.28
175,19584135,female,40,157.0,61.0,2,1835.9
176,19445771,male,31,179.0,77.0,4,3113.8
177,11294536,male,50,182.0,86.0,4,3129.49
178,12845462,male,36,202.0,109.0,2,3196.19
179,10578158,female,34,163.0,61.0,3,2130.01
180,19789364,female,78,153.0,54.0,2,1488.03
181,12301038,male,41,178.0,76.0,5,3264.96
182,18976127,male,41,172.0,71.0,2,2227.36
183,11460469,male,24,178.0,77.0,3,2863.93
184,15238405,female,67,173.0,69.0,4,2266.48
185,18559105,female,47,179.0,75.0,5,2804.97
186,12761860,female,42,154.0,52.0,4,2128.65
187,12777201,female,25,180.0,75.0,4,2728.09
188,11084582,male,25,179.0,78.0,4,3207.81
189,11393152,female,58,165.0,68.0,2,1831.77
190,12327773,male,68,191.0,98.0,4,3279.57
191,12038545,male,24,181.0,91.0,3,3184.47
192,17593004,male,38,192.0,92.0,4,3498.3
193,11708341,female,26,164.0,59.0,5,2649.36
194,10753818,male,64,178.0,83.0,4,2859.88
195,10608177,female,49,174.0,75.0,2,2004.61
196,11267944,female,73,158.0,57.0,5,2172.65
197,19795364,male,27,180.0,86.0,5,3725.14
198,14290814,male,66,171.0,72.0,4,2516.09
199,19222644,male,39,199.0,104.0,4,3830.54
200,12847212,female,30,168.0,62.0,1,1693.92
201,11986136,male,76,187.0,96.0,3,2789.07
202,11830053,male,60,193.0,90.0,3,2876.8
203,14737350,male,54,188.0,90.0,5,3556.42
204,15294669,female,49,166.0,66.0,2,1866.01
205,17146724,female,24,173.0,66.0,1,1784.64
206,17490159,female,28,161.0,57.0,1,1632.48
207,15501381,male,72,197.0,102.0,5,3721.72
208,16736138,male,32,171.0,78.0,5,3366.8
209,18493316,female,36,159.0,59.0,3,2074.52
210,17497515,male,65,204.0,103.0,3,3185.4
211,14364172,female,36,163.0,67.0,4,2453.64
212,14217831,female,32,159.0,63.0,4,2407.41
213,10483147,male,42,180.0,84.0,1,2197.44
214,18046507,male,34,191.0,94.0,5,3947.44
215,12414011,male,34,181.0,78.0,1,2170.08
216,10710546,male,26,191.0,86.0,1,2426.88
217,16175343,male,31,203.0,105.0,5,4386.53
218,12020646,female,64,157.0,63.0,4,2141.76
219,13611443,male,34,185.0,93.0,4,3508.48
220,16383525,male,63,204.0,112.0,5,4164.8
221,17841776,male,44,194.0,87.0,5,3664.53
222,10735479,male,36,190.0,96.0,3,3233.92
223,13117699,male,41,173.0,71.0,5,3087.31
224,16042685,male,73,168.0,77.0,3,2269.97
225,10315558,male,31,186.0,85.0,5,3704.43
226,12304455,male,22,179.0,73.0,2,2490.81
227,15503276,female,34,161.0,56.0,4,2281.49
228,10565624,female,21,168.0,65.0,5,2817.13
229,12458510,female,22,145.0,50.0,2,1777.32
230,13885247,male,33,190.0,97.0,4,3657.86
231,11572170,female,51,157.0,60.0,4,2197.48
232,19911268,male,45,195.0,99.0,1,2509.56
233,12859596,female,33,175.0,67.0,4,2515.22
234,15376017,male,47,198.0,97.0,2,2839.79
235,19921858,female,70,175.0,74.0,1,1621.68
236,19187230,female,77,160.0,63.0,2,1630.61
237,10874559,female,35,172.0,71.0,2,2037.34
238,11746700,female,44,161.0,60.0,2,1806.75
239,10952850,female,71,164.0,60.0,3,1848.38
240,16785115,female,54,174.0,75.0,2,1972.3
241,14951529,female,63,166.0,68.0,5,2489.95
242,13846186,female,50,149.0,55.0,3,1885.11
243,10590765,male,63,200.0,105.0,3,3217.95
244,15032837,female,30,163.0,58.0,5,2591.98
245,15511677,female,33,163.0,57.0,1,1608.6
246,18148848,male,38,189.0,91.0,4,3448.79
247,13172849,male,20,183.0,81.0,3,3029.78
248,18401432,female,67,159.0,62.0,3,1893.32
249,14857446,male,24,188.0,90.0,3,3217.49
250,12734403,male,30,197.0,103.0,5,4290.39
251,11693744,female,35,145.0,49.0,4,2107.78
252,10622381,female,63,176.0,79.0,5,2724.79
253,18548803,female,50,157.0,60.0,2,1758.07
254,18119523,male,33,200.0,101.0,3,3449.21
255,13991141,female,36,163.0,58.0,1,1603.2
256,10677750,male,75,187.0,97.0,1,2183.88
257,17724752,male,56,184.0,93.0,3,2912.91
258,17047475,female,50,182.0,75.0,5,2788.44
259,18908393,male,24,183.0,80.0,5,3636.22
260,19475479,female,32,172.0,72.0,1,1806.48
261,10854360,male,49,193.0,100.0,4,3566.96
262,17425584,female,77,170.0,65.0,2,1681.76
263,15539064,male,67,171.0,75.0,3,2314.0
264,14130669,male,23,182.0,81.0,5,3665.67
265,15015988,male,37,192.0,95.0,4,3580.93
266,13741485,female,35,163.0,59.0,4,2329.27
267,13015812,male,34,185.0,83.0,4,3272.15
268,13939844,female,49,168.0,67.0,4,2363.77
269,13135068,female,69,156.0,61.0,1,1436.52
270,13286573,male,49,194.0,101.0,4,3599.21
271,19246830,female,41,150.0,51.0,4,2107.78
272,18976105,male,42,195.0,95.0,4,3548.15
273,14714345,male,52,188.0,93.0,4,3323.21
274,18319225,female,26,158.0,60.0,2,1915.65
275,14775199,female,79,178.0,80.0,4,2366.87
276,10074404,male,72,172.0,82.0,4,2690.65
277,16366307,male,34,195.0,92.0,2,2846.52
278,13945114,female,60,152.0,50.0,2,1549.07
279,16749464,female,45,158.0,57.0,2,1753.26
280,18521428,male,33,188.0,92.0,3,3165.1
281,10207737,male,56,192.0,97.0,5,3750.79
282,10722362,female,21,153.0,54.0,2,1856.39
283,15316949,female,50,161.0,61.0,3,2007.87
284,14920065,male,60,184.0,86.0,5,3336.78
285,10809847,male,39,162.0,72.0,5,3034.68
286,12363678,male,48,175.0,75.0,5,3119.99
287,17804243,female,38,163.0,65.0,3,2160.39
288,15862195,male,54,190.0,95.0,5,3705.57
289,12555008,male,23,195.0,89.0,4,3629.23
290,13788834,female,72,164.0,68.0,3,1960.13
291,19113986,male,47,179.0,79.0,1,2068.44
292,19510192,female,58,170.0,72.0,3,2138.38
293,15831321,male,41,179.0,85.0,4,3185.56
294,14142930,male,62,193.0,100.0,2,2721.68
295,16036236,female,30,168.0,67.0,5,2773.24
296,19962170,female,32,156.0,56.0,5,2513.7
297,11390035,male,20,178.0,80.0,2,2634.5
298,16163940,female,53,168.0,65.0,4,2298.22
299,17847428,male,51,189.0,95.0,5,3734.83
300,18908334,male,78,177.0,86.0,4,2757.93
301,17029728,female,31,169.0,69.0,1,1771.08
302,10082523,male,74,205.0,112.0,1,2546.64
303,15505673,female,50,177.0,70.0,4,2433.28
304,12679497,female,40,160.0,70.0,2,1962.12
305,17438788,male,41,172.0,75.0,2,2302.71
306,19382988,female,26,161.0,54.0,3,2078.55
307,13632419,male,25,185.0,89.0,4,3519.52
308,12432246,male,31,184.0,89.0,4,3440.51
309,19984594,male,20,186.0,90.0,1,2511.6
310,14768524,female,55,176.0,72.0,1,1685.4
311,18107311,female,52,160.0,59.0,4,2182.12
312,11102823,male,60,208.0,105.0,5,4059.35
313,11337714,male,36,191.0,93.0,3,3177.96
314,15422663,female,53,168.0,69.0,2,1884.71
315,10201123,male,36,193.0,95.0,3,3235.93
316,10310404,female,23,169.0,68.0,5,2857.41
317,17001911,female,36,164.0,57.0,1,1593.84
318,13586767,female,37,166.0,61.0,4,2355.49
319,11312954,male,48,181.0,80.0,5,3307.14
320,19873304,female,39,167.0,71.0,5,2762.41
321,10331021,male,21,205.0,103.0,2,3244.04
322,10566369,male,20,187.0,86.0,4,3524.52
323,19286727,male,57,169.0,72.0,1,1811.76
324,19845852,female,77,160.0,66.0,3,1882.78
325,18971121,male,34,184.0,85.0,5,3646.67
326,16784301,male,52,189.0,92.0,4,3308.2
327,15158798,male,70,194.0,91.0,4,3116.56
328,12730658,female,64,157.0,54.0,3,1790.56
329,16649627,male,73,198.0,101.0,3,3012.11
330,16205668,male,47,195.0,99.0,2,2856.84
331,15013894,female,39,164.0,65.0,1,1669.08
332,12286808,female,25,163.0,60.0,2,1934.49
333,10485469,male,22,165.0,67.0,5,3152.67
334,13340241,male,67,173.0,78.0,2,2123.0
335,14093741,female,64,164.0,67.0,3,2003.53
336,11983925,male,37,200.0,100.0,2,3003.55
337,11222672,male,21,184.0,78.0,4,3297.86
338,17862213,male,40,190.0,97.0,1,2487.48
339,18184462,female,36,174.0,68.0,4,2504.36
340,14919629,female,53,178.0,77.0,3,2271.53
341,17551112,male,41,192.0,99.0,4,3628.54
342,17567644,male,56,184.0,88.0,2,2489.85
343,17752929,female,29,166.0,65.0,2,1982.06
344,18452221,male,28,192.0,92.0,2,2882.0
345,15176055,male,22,191.0,88.0,2,2855.88
346,10836299,male,76,195.0,93.0,4,3102.07
347,14734299,male,73,175.0,76.0,1,1782.96
348,10567350,male,39,191.0,86.0,4,3336.15
349,13304804,female,69,162.0,59.0,3,1842.49
350,10638410,female,46,180.0,75.0,3,2298.34
351,13464795,female,30,163.0,58.0,5,2591.98
352,13693397,female,35,168.0,67.0,4,2477.27
353,14347203,female,60,176.0,71.0,5,2605.66
354,13541948,female,35,150.0,50.0,4,2139.86
355,12431875,male,26,182.0,84.0,1,2340.0
356,18290984,male,21,183.0,83.0,4,3407.39
357,15699085,female,27,158.0,57.0,4,2345.48
358,17286230,female,47,172.0,69.0,4,2425.52
359,12037170,female,27,183.0,79.0,1,1939.08
360,15295331,male,49,181.0,79.0,5,3268.19
361,13302612,male,27,178.0,83.0,4,3293.89
362,14255616,male,46,194.0,91.0,3,3053.34
363,12824130,male,58,197.0,98.0,3,3098.76
364,12481603,male,27,172.0,77.0,3,2785.82
365,17977871,male,29,176.0,76.0,2,2461.25
366,10164017,male,39,197.0,96.0,1,2521.2
367,13155595,female,56,160.0,63.0,1,1541.52
368,11627255,male,32,183.0,83.0,4,3278.36
369,12530320,female,43,169.0,67.0,1,1680.36
370,14132143,male,21,202.0,98.0,5,4324.02
371,14940695,female,76,175.0,72.0,3,2021.2
372,17806572,female,22,162.0,59.0,4,2431.56
373,14971780,male,35,200.0,99.0,4,3767.92
374,16691239,male,45,191.0,95.0,5,3831.35
375,15563989,male,32,176.0,83.0,3,2891.53
376,10679574,male,39,178.0,80.0,4,3082.23
377,10176870,female,44,174.0,75.0,5,2814.66
378,19455108,female,26,174.0,67.0,1,1787.04
379,18145627,female,42,179.0,72.0,3,2280.05
380,13361025,female,24,178.0,78.0,2,2215.68
381,19596964,male,56,186.0,93.0,3,2928.41
382,18120047,male,71,185.0,96.0,1,2188.08
383,19554783,female,37,187.0,84.0,3,2517.36
384,17873138,female,47,162.0,63.0,1,1596.6
385,12940540,male,48,167.0,67.0,5,2835.75
386,12338218,male,52,183.0,86.0,2,2482.7
387,11860761,male,40,192.0,98.0,4,3616.64
388,16221860,female,66,180.0,75.0,2,1909.6
389,14662956,female,37,157.0,59.0,3,2061.65
390,15359537,male,28,193.0,93.0,3,3277.78
391,19371363,female,59,148.0,51.0,2,1558.84
392,16364264,male,24,182.0,78.0,5,3574.66
393,15285889,female,67,162.0,62.0,4,2116.4
394,11844111,male,33,192.0,98.0,3,3323.51
395,10907293,male,34,192.0,99.0,3,3334.21
396,12870966,male,40,181.0,84.0,3,2867.19
397,17244789,male,22,193.0,85.0,5,3887.21
398,11185950,male,66,164.0,75.0,5,2782.93
399,15381308,male,42,182.0,82.0,4,3128.8
400,16193075,male,42,209.0,111.0,1,2815.32
401,19166163,male,64,203.0,97.0,4,3406.36
402,14314848,female,32,162.0,64.0,5,2680.14
403,11718003,male,24,189.0,91.0,1,2513.4
404,17985735,male,26,182.0,83.0,5,3678.97
405,12701312,female,32,159.0,55.0,3,2044.14
406,10377282,male,51,190.0,94.0,4,3375.83
407,18979629,female,40,165.0,59.0,5,2527.76
408,15987356,female,34,179.0,74.0,4,2635.46
409,15694837,male,48,185.0,88.0,4,3226.09
410,10160535,female,21,147.0,45.0,4,2161.25
411,19295195,female,31,175.0,68.0,2,2031.01
412,19318394,male,76,193.0,103.0,3,2984.22
413,19941237,male,20,177.0,79.0,1,2276.76
414,19326172,male,22,167.0,73.0,3,2714.83
415,13422365,male,44,180.0,84.0,2,2499.2
416,16412866,female,49,173.0,67.0,2,1896.54
417,12961279,male,49,179.0,79.0,2,2351.39
418,15322514,female,46,154.0,55.0,1,1492.8
419,18742025,male,75,186.0,84.0,5,3109.92
420,19370901,female,20,167.0,58.0,1,1702.08
421,16152838,female,33,154.0,59.0,5,2552.65
422,11589040,male,68,166.0,75.0,5,2776.09
423,18394669,female,58,173.0,73.0,4,2405.68
424,19783354,male,23,179.0,81.0,5,3637.17
425,15351545,male,79,198.0,96.0,2,2521.75
426,12132600,male,43,201.0,104.0,4,3800.87
427,12811109,female,37,178.0,74.0,4,2608.03
428,13079051,male,75,199.0,103.0,5,3727.99
429,13156882,female,61,173.0,73.0,4,2381.36
430,15720905,female,26,169.0,62.0,1,1718.64
431,11372824,female,23,173.0,72.0,5,2944.05
432,10352361,male,64,178.0,82.0,5,3123.98
433,13705651,female,20,170.0,68.0,2,2089.72
434,16859377,female,22,171.0,69.0,3,2358.79
435,15352402,female,27,169.0,69.0,5,2839.93
436,11626397,male,36,190.0,95.0,1,2487.24
437,13744758,male,59,191.0,92.0,5,3572.38
438,15704485,male,36,206.0,103.0,1,2714.76
439,11639090,female,71,160.0,65.0,2,1695.79
440,17172875,female,21,167.0,67.0,4,2587.67
441,12219500,male,56,188.0,90.0,2,2555.03
442,17495765,female,68,166.0,64.0,1,1498.32
443,18147320,male,75,172.0,74.0,3,2216.19
444,19057565,male,48,176.0,84.0,3,2744.12
445,16697741,male,62,185.0,91.0,4,3132.77
446,14165839,female,53,156.0,60.0,4,2178.16
447,11217409,male,47,187.0,89.0,3,2946.09
448,11023789,male,39,188.0,91.0,3,3080.62
449,16838492,female,54,168.0,63.0,3,2028.02
450,15162283,male,38,201.0,104.0,4,3859.52
451,16886509,female,39,149.0,51.0,4,2120.89
452,15281529,male,51,182.0,81.0,5,3303.91
453,13550814,male,30,193.0,92.0,3,3235.47
454,15912232,female,33,156.0,61.0,2,1878.66
455,17844052,male,47,182.0,82.0,4,3070.15
456,12876943,female,64,155.0,55.0,5,2206.28
457,10280911,female,37,159.0,58.0,2,1820.64
458,19287036,male,41,188.0,91.0,4,3404.98
459,14893331,male,61,179.0,77.0,2,2201.51
460,12514678,male,38,169.0,71.0,2,2234.79
461,16685296,male,21,185.0,88.0,3,3183.39
462,12746799,female,26,173.0,73.0,1,1854.0
463,10986379,male,48,183.0,81.0,3,2734.66
464,12209289,male,71,183.0,80.0,1,1913.04
465,10374360,male,73,199.0,97.0,5,3597.65
466,19857904,female,65,158.0,61.0,5,2317.05
467,14899078,female,57,149.0,56.0,2,1640.24
468,18109896,male,49,185.0,93.0,4,3332.53
469,10658315,male,55,178.0,79.0,2,2288.41
470,16614243,male,20,182.0,74.0,1,2224.56
471,11307336,female,45,163.0,58.0,1,1552.44
472,16566416,female,53,175.0,75.0,2,1981.24
473,12128736,female,46,166.0,58.0,2,1779.8
474,14876896,male,25,198.0,96.0,1,2641.44
475,14351379,male,22,163.0,65.0,2,2230.11
476,17184236,female,60,164.0,66.0,5,2473.42
477,18004108,female,50,168.0,62.0,2,1811.7
478,14000981,female,61,157.0,56.0,3,1842.17
479,15744897,female,69,165.0,62.0,5,2323.51
480,14503730,male,30,195.0,92.0,4,3618.01
481,12911778,female,33,164.0,61.0,4,2381.71
482,12810704,male,21,206.0,105.0,3,3707.13
483,15842647,female,39,152.0,53.0,4,2163.32
484,17928110,male,26,180.0,81.0,2,2610.99
485,16245947,male,44,175.0,80.0,2,2389.47
486,12746398,female,58,144.0,42.0,3,1619.44
487,15409745,male,24,177.0,83.0,1,2309.88
488,11889909,male,35,187.0,91.0,3,3115.03
489,11023601,male,21,189.0,94.0,5,4096.4
490,13200163,male,26,181.0,82.0,5,3643.44
491,14234232,female,30,162.0,57.0,2,1860.1
492,10466078,male,27,182.0,81.0,4,3281.12
493,16901821,female,32,147.0,51.0,1,1510.56
494,15818779,female,30,185.0,84.0,2,2273.43
495,13074999,female,79,160.0,57.0,2,1538.49
496,14418208,female,39,164.0,58.0,5,2515.03
497,17837201,male,25,188.0,89.0,2,2826.04
498,18884271,female,23,169.0,70.0,2,2094.26
499,13959790,female,47,172.0,70.0,2,1946.59
500,11082105,male,34,182.0,80.0,5,3497.52
501,19999394,female,36,152.0,54.0,2,1756.97
502,18509951,male,63,203.0,115.0,4,3843.47
503,13943690,female,37,164.0,59.0,5,2551.13
504,12488317,female,50,156.0,55.0,4,2119.68
505,19386173,male,62,191.0,96.0,1,2297.52
506,13439081,female,37,173.0,67.0,3,2225.33
507,10710630,female,35,169.0,69.0,4,2513.5
508,19057536,male,27,174.0,79.0,3,2843.79
509,15596079,male,55,179.0,79.0,5,3171.67
510,17437832,male,36,173.0,75.0,3,2656.24
511,10925383,female,22,140.0,45.0,2,1698.95
512,15350635,male,20,170.0,71.0,1,2103.24
513,19447279,male,43,185.0,83.0,5,3487.83
514,10199291,female,73,181.0,76.0,4,2358.59
515,11037310,male,22,184.0,82.0,2,2694.72
516,17386243,male,67,155.0,64.0,2,1735.53
517,17568474,male,25,195.0,100.0,3,3473.55
518,14116675,female,41,165.0,63.0,3,2114.36
519,12553644,male,49,181.0,81.0,3,2708.62
520,13816392,female,58,148.0,53.0,2,1591.7
521,16427125,male,27,180.0,80.0,5,3568.96
522,14856859,female,33,172.0,76.0,1,1846.92
523,15173138,female,59,156.0,58.0,3,1883.71
524,16489177,male,21,183.0,77.0,3,2934.3
525,14701673,female,65,155.0,59.0,3,1852.1
526,11952276,male,22,191.0,88.0,4,3582.83
527,18146668,male,55,192.0,91.0,1,2278.44
528,11529339,male,22,182.0,82.0,2,2680.97
529,13721168,female,35,132.0,38.0,5,2076.51
530,17327058,male,58,203.0,101.0,3,3208.96
531,10712255,male,45,194.0,103.0,2,2944.01
532,11647949,male,62,195.0,99.0,3,3062.34
533,11326795,female,74,162.0,60.0,3,1820.94
534,10121663,female,48,146.0,46.0,2,1558.97
535,12242593,male,23,173.0,73.0,4,3061.36
536,17167096,male,31,184.0,90.0,5,3815.58
537,12398043,male,53,199.0,98.0,3,3166.96
538,15869217,male,73,189.0,89.0,3,2687.55
539,15608003,female,27,170.0,66.0,5,2788.63
540,15148449,male,40,177.0,83.0,4,3132.77
541,10083227,female,66,162.0,66.0,4,2190.75
542,11341405,female,46,170.0,73.0,4,2493.66
543,17415559,female,75,165.0,62.0,5,2269.93
544,12355386,male,33,162.0,67.0,3,2432.72
545,10029283,female,49,164.0,59.0,4,2218.87
546,10483979,female,37,166.0,67.0,3,2205.8
547,17175333,female,43,167.0,70.0,5,2708.45
548,16115051,female,66,187.0,82.0,2,2019.32
549,16616022,female,51,161.0,59.0,4,2193.34
550,19263430,female,33,162.0,56.0,1,1594.92
551,17570700,male,48,170.0,72.0,2,2167.0
552,14210556,male,43,192.0,95.0,3,3154.4
553,11031105,male,48,174.0,75.0,3,2537.51
554,18517438,male,34,186.0,87.0,3,3032.88
555,13263452,female,61,168.0,66.0,5,2478.17
556,17636680,female,48,177.0,75.0,3,2275.4
